frame_ID,person_ID,head_center_x,head_center_y,head_width,head_height,body_center_x,body_center_y,body_width,body_height,left_shoulder_x,left_shoulder_y,left_shoulder_vec_x,left_shoulder_vec_y,left_upper_arm_length,left_elbow_vec_x,left_elbow_vec_y,left_lower_arm_length,right_shoulder_x,right_shoulder_y,right_shoulder_vec_x,right_shoulder_vec_y,right_upper_arm_length,right_elbow_vec_x,right_elbow_vec_y,right_lower_arm_length,left_hip_x,left_hip_y,left_hip_vec_x,left_hip_vec_y,left_upper_leg_length,left_knee_vec_x,left_knee_vec_y,left_lower_leg_length,right_hip_x,right_hip_y,right_hip_vec_x,right_hip_vec_y,right_upper_leg_length,right_knee_vec_x,right_knee_vec_y,right_lower_leg_length
0,person_00,352.93,91.7957,43.66399999999999,37.4756,340.934,184.8815,95.85700000000003,126.199,389.831,122.806,0.3048231443386953,0.95240897238291,48.20828166404607,-0.5041246484520225,0.8636309042774724,27.209540422432706,293.974,120.83,-0.25017741552827016,0.9682000107207164,62.6275555965583,0.9223750240598713,0.38629563159651664,32.9074391741442,368.312,248.96,0.03367146648971725,0.999432955402428,87.10639320968352,-1,-1,0,310.593,246.025,-0.033202953485237434,0.9994486299354546,88.09457271024137,-1,-1,0
0,person_01,107.292,132.766,30.5394,30.923999999999992,98.2996,192.2355,67.4905,76.24099999999999,131.571,152.152,0.6843797820362465,0.7291257188853095,42.90892392032223,-0.9762411514011555,0.21668690387502904,36.08432194180738,64.0805,159.899,-0.621287777218465,0.7835824767559181,42.52264565428637,-0.8401220883217556,0.5423973420970022,19.78807631782332,121.789,228.429,-1,-1,0,-1,-1,0,81.6885,231.346,-1,-1,0,-1,-1,0
1,person_00,107.418,132.745,30.532399999999996,31.172999999999988,98.2913,192.22250000000003,66.5343,76.263,130.618,152.141,0.6957489219383939,0.7182850671018872,43.53007104290091,-0.9761093680529744,0.21727977724404748,36.06870413530267,64.0837,158.965,-0.6108788071188602,0.7917241205199185,43.26128143918069,-0.9130020371775376,0.4079549976525183,19.237416002155793,120.84,229.383,-1,-1,0,-1,-1,0,81.653,231.334,-1,-1,0,-1,-1,0
1,person_01,356.103,92.7723,41.948000000000036,37.195899999999995,340.921,184.879,94.88799999999998,126.20199999999998,388.852,123.744,0.31686750407168,0.948469812310009,46.42003301377542,-0.43470678656192774,0.9005720458225441,27.11942938190256,293.964,120.82,-0.25044397994347933,0.9681310928330265,62.62478340880712,0.9115752895610997,0.41113317971382146,33.32253555778734,368.3,248.958,0.034315140775736525,0.999411062132865,86.1427327172757,-1,-1,0,310.597,246.035,-0.033392709122113076,0.9994423079785475,88.07311767503184,-1,-1,0
2,person_00,108.198,132.63,30.710600000000014,30.839000000000013,98.2901,192.2285,67.5197,76.275,130.633,152.136,0.6955518915688684,0.7184758632932416,43.5352133565462,-0.9772959233957366,0.21187892324172883,37.01642371974904,63.1133,158.965,-0.5834584041516865,0.8121430235031064,46.95724631790071,-0.9363065638567664,0.35118373891559224,16.720591956028358,120.831,229.399,-1,-1,0,-1,-1,0,77.7893,231.35,-1,-1,0,-1,-1,0
2,person_01,358.595,93.1546,42.92599999999999,36.428,340.938,184.404,95.83700000000005,125.226,389.838,123.765,0.29708544938111364,0.9548508971384074,46.104580444897245,-0.4178353181781125,0.9085227828089923,25.833144136941613,294.001,120.816,-0.25872292004425484,0.9659515777945467,60.748386719319555,0.871668438174025,0.4900960455780641,35.927651648834505,369.261,247.98,0.034127639736257986,0.999417482439662,86.1471822464322,-1,-1,0,311.572,246.04,-0.03380031953967131,0.9994286059539301,87.09976828901439,-1,-1,0
3,person_00,108.841,132.258,30.808800000000005,30.807999999999993,98.3055,192.228,67.53129999999999,76.29999999999998,131.594,152.13,0.68397991402215,0.7295008411333411,42.88137619060286,-0.97492752137982,0.22252264616483639,35.13799667027134,64.0627,158.951,-0.6030882450079486,0.7976744754179066,45.401979273595565,-0.9243851447689961,0.3814604882951867,17.973027902943898,120.835,229.41,-1,-1,0,-1,-1,0,78.7528,231.364,-1,-1,0,-1,-1,0
3,person_01,360.624,93.8353,45.408000000000015,37.12220000000001,341.876,184.399,95.87400000000002,125.222,390.809,123.776,0.277324233358508,0.960776388964735,45.79837775511267,-0.3856844293122703,0.9226307609147164,25.432709371987865,294.935,120.802,-0.27723657224661025,0.9608016876592954,60.09668877733614,0.8487812828479627,0.5287441100257919,36.908212554931445,369.283,247.987,0.022160356458297854,0.9997544291482989,89.03286387621147,-1,-1,0,310.602,246.034,-0.03297612431876214,0.999456139720455,89.06443861048024,-1,-1,0
4,person_00,109.351,131.97,30.306699999999992,30.956999999999994,98.312,192.23149999999998,67.5308,76.30100000000002,131.601,152.129,0.6838076722317078,0.7296622968175439,42.874628628129265,-0.9761700892645865,0.21700681285427212,36.054167595438955,64.0702,158.954,-0.6032821753824545,0.797527815731723,45.38274312952005,-0.9238115426266604,0.3828475332423466,17.981048334566044,120.84,230.354,-1,-1,0,-1,-1,0,78.7508,231.369,-1,-1,0,-1,-1,0
4,person_01,362.139,94.3942,43.75999999999999,37.706599999999995,341.891,183.4195,96.82299999999998,123.25099999999999,391.765,124.732,0.2629067801622658,0.96482123989095,44.59375293693053,-0.3834979491521957,0.9235417278044669,25.42386477308278,294.942,120.801,-0.27308912959080817,0.9619887355366147,61.03501821905191,0.8603793875199434,0.5096541077346548,36.41881762221284,368.291,246.03,0.032897245533661156,0.9994587391364879,89.06520751112639,-1,-1,0,310.592,245.042,-0.02232215203779651,0.9997508297212868,88.07394540952505,-1,-1,0
5,person_00,109.639,131.708,31.4443,31.182000000000002,98.3125,192.2095,69.4462,76.287,132.554,152.134,0.6717680949233356,0.7407615180630487,42.22141571525049,-0.9761184927126195,0.21723878149272494,36.057097844945865,63.1078,157.986,-0.5807140813474282,0.8141075824022355,42.098858604004924,-0.8747762631517735,0.4845270781145459,20.133033716010125,120.808,229.399,-1,-1,0,-1,-1,0,78.7394,230.394,-0.9449301147764155,0.3272721775351982,53.80842371822464,-1,-1,0
5,person_01,363.402,95.3005,43.12399999999997,37.1583,341.928,184.392,94.87699999999995,125.216,390.799,124.726,0.288783842087585,0.9573943244813669,43.94636454816259,-0.3704919220048049,0.9288356882297243,26.286672992221753,295.922,120.792,-0.2922387281018724,0.9563454008868344,60.39240628588995,0.8490833018328432,0.5282589767799852,36.96103778304931,368.299,247.988,0.032379020930678556,0.9994756620366354,91.01572299883138,-1,-1,0,310.583,246.029,-0.02286490303835949,0.9997385639301138,86.11451343995388,-1,-1,0
6,person_00,110.276,131.08,31.8326,30.757999999999996,98.3208,192.22,70.4299,76.30599999999998,133.52,152.126,0.6589150102511511,0.7522173949502402,41.56378223886752,-0.9759358086800237,0.21805801369376016,36.05462540368435,63.0901,157.996,-0.5689476869084715,0.8223737164826583,46.39618124371876,-0.9245922575563122,0.38095820934443997,17.954725301156795,120.827,230.354,-1,-1,0,-1,-1,0,77.7766,231.349,-1,-1,0,-1,-1,0
6,person_01,365.62,95.5915,39.067999999999984,36.52119999999999,342.883,182.4385,95.85199999999998,121.325,391.786,124.73,0.25406108745866013,0.9671881739554734,42.48190900842382,-0.30811151120947783,0.9513502492038417,25.688751351515705,295.934,120.783,-0.29682538279844906,0.9549317735453953,59.48278355961497,0.8447071977323208,0.5352286895329975,38.254675805710306,368.304,245.052,0.0312125907013675,0.9995127683935353,92.97530050502664,-1,-1,0,310.593,243.085,-0.02177376765967026,0.9997629234182985,89.05211217034662,-1,-1,0
7,person_00,110.375,130.945,31.734099999999998,30.689999999999998,98.3221,192.219,70.42690000000002,76.304,133.52,152.127,0.6589422360746452,0.7521935452507863,41.565100096114264,-0.975942401405014,0.21802850533775336,36.059505099210654,63.0931,157.994,-0.5688929190140726,0.8224116041834818,46.37094103002439,-0.9159028286269416,0.4014000604299498,17.11011202301142,120.826,230.354,-1,-1,0,-1,-1,0,77.7686,231.348,-1,-1,0,-1,-1,0
7,person_01,367.369,95.7507,39.25199999999995,35.7435,343.844,183.9015,94.87099999999998,124.24099999999999,391.779,124.742,0.2540700293093917,0.9671858250650311,42.448926499971705,-0.3183087195107623,0.9479871091335677,24.787256887360495,296.908,120.789,-0.3116415555763349,0.9501997373383988,59.77059113811742,0.8515933340347278,0.5242030078391543,39.103171278043426,367.315,247.983,0.033385889663968875,0.999442535802507,88.09110763862601,-1,-1,0,310.586,245.042,-0.02227928720256474,0.9997517858757471,88.06385869356396,-1,-1,0
8,person_00,110.546,131.33,31.715400000000002,30.662999999999997,98.3384,192.2105,70.4026,76.30099999999999,134.49,152.137,0.6458250242291007,0.7634854537445238,40.92284908214481,-0.9745587920004062,0.2241320167551014,35.1400041548091,64.0874,157.969,-0.5702896388591577,0.821443685111701,42.89399339068352,-0.8745013222280773,0.48502313081062887,20.1413074540855,120.797,229.411,-1,-1,0,-1,-1,0,76.8046,231.338,-1,-1,0,-1,-1,0
8,person_01,368.572,95.7813,27.059999999999945,34.952299999999994,344.839,182.949,93.91399999999999,124.18199999999999,392.755,123.747,0.22675668126399276,0.9739514400123549,43.18285108697666,-0.30588186523797983,0.9520694746280517,25.679848636625557,298.841,120.774,-0.30662002059058535,0.9518320035452837,63.743391453545996,0.9038369603525089,0.4278770256752952,41.0748858793302,369.295,246.035,0.01063607639007968,0.9999434353397317,91.95120118845648,-1,-1,0,311.555,244.077,-0.04329510613236288,0.9990623272774265,90.0794650572482,-1,-1,0
9,person_00,110.64,131.322,31.9585,30.680000000000007,98.3343,192.2175,69.4576,76.30099999999999,133.546,152.135,0.658714180011693,0.7523932675479778,41.546092114662265,-0.9746347610645818,0.22380143548374667,35.13829115082293,64.0884,157.982,-0.5705008547746726,0.821297007605268,42.88582531513181,-0.8744054709213925,0.48519591138295637,20.13619606181862,120.803,230.358,-1,-1,0,-1,-1,0,76.8037,231.34,-0.9407708633746531,0.3390430394880716,51.99044943266023,-1,-1,0
9,person_01,369.685,96.0706,28.121000000000038,35.5651,345.785,181.9365,93.88800000000003,120.355,392.742,123.755,0.23198648703767177,0.972719008672042,42.23521863326861,-0.3047856226381458,0.9524209805716576,25.667221216952967,298.854,119.856,-0.28871466641224364,0.9574151875745793,64.35765882938875,0.8996457476867761,0.43662057746870075,40.22027569522612,370.227,243.1,-0.010385293394096995,0.9999460713864117,91.9569591113147,-1,-1,0,311.559,242.122,-0.032121146401145086,0.9994839828400836,91.99547124179534,-1,-1,0
10,person_00,110.585,130.967,31.57379999999999,30.927000000000007,98.3128,191.277,68.48060000000001,76.26399999999998,132.556,152.12,0.6715332412874955,0.7409744299541722,42.22277953901187,-0.977204890988377,0.21229837735695042,37.004522115546905,64.0754,157.976,-0.5995087219414603,0.8003682229549827,44.042228300688876,-0.8745672079398976,0.484904319217938,20.121495341052565,118.863,229.408,-1,-1,0,-1,-1,0,74.8307,230.369,-0.9229943384965769,0.3848135277030504,50.88438578778366,-1,-1,0
10,person_01,370.433,96.7332,26.964,34.473,344.818,180.968,93.89699999999999,118.396,392.752,123.759,0.2305360207953971,0.9730637919046337,42.22333658061617,-0.3026966422868578,0.9530869544528778,25.646138461764576,298.855,120.782,-0.2747293660552163,0.9615215938432683,64.12856496913058,0.9048169568732186,0.4258007451316732,38.95484023840935,370.231,241.134,-0.010492658836839617,0.9999449505400454,91.9690628472423,-1,-1,0,311.562,241.14,-0.03186226076202729,0.9994922692743214,91.98970600018247,-1,-1,0
11,person_00,111.935,130.326,30.363799999999998,30.99599999999998,98.3259,191.7595,68.47560000000001,77.233,132.568,152.122,0.6716015220017848,0.7409125425074717,42.215508856343284,-0.9771844071866639,0.21239264194234356,37.02576477265525,64.0924,157.025,-0.5705646756770311,0.8212526717579459,42.8783993172553,-0.8742613948596396,0.48545547010830686,20.156328649086863,119.842,230.372,-1,-1,0,-1,-1,0,74.8667,231.338,-0.9297411032378019,0.368213906513802,50.54127416369714,-1,-1,0
11,person_01,371.565,97.243,25.246000000000038,34.9687,345.815,180.957,93.87700000000001,118.38999999999999,393.709,123.758,0.21910619044956198,0.9757010183999401,40.09014981264101,-0.2812987027563996,0.9596202581373358,27.522345194405222,299.832,119.851,-0.271183525341922,0.9625276596457512,64.99657373277456,0.9042040415132592,0.427100750773267,38.95802095846245,369.276,240.16,-0.010738004748382666,0.999942345965018,90.9852456665365,-1,-1,0,310.589,240.165,-0.033047497121283013,0.9994537822901162,89.05364267675974,-1,-1,0
12,person_00,111.918,130,31.202300000000008,30.298999999999992,98.3285,191.764,69.4267,77.22200000000001,133.518,152.112,0.658827993565478,0.7522936094999653,41.587486062516454,-0.977163929897588,0.21248683278523733,37.023470569356405,64.0913,158.001,-0.5815395436736895,0.8135181369482778,42.08879734192937,-0.8846522764949707,0.4662513803649978,20.9736644475876,120.836,230.354,-1,-1,0,-1,-1,0,77.7766,231.351,-1,-1,0,-1,-1,0
12,person_01,369.329,96.7663,27.85300000000001,35.6254,346.783,180.97,92.93799999999999,118.37,393.721,125.693,0.19625104153917178,0.9805536847591725,39.91316396879606,-0.22618035542341866,0.9740854412322032,26.094220202949135,300.783,120.775,-0.30648078663618955,0.9518768446720733,63.75929863165059,0.8992438056337844,0.4374478003479598,40.24937372183569,369.293,240.169,0.010300545617741132,0.9999469479727296,91.93687743772897,-1,-1,0,311.566,240.16,-0.0426130180555146,0.9990916527987813,92.03760209827283,-1,-1,0
13,person_00,111.532,129.866,32.21629999999999,30.155,98.3206,191.748,69.46780000000001,77.226,133.538,152.107,0.6583189989303433,0.752739062124021,41.58014586314002,-0.9771968346240142,0.2123354572387926,37.026317235177466,64.0702,157.029,-0.5750310504427977,0.8181315853984937,44.20804751399908,-0.8530807873189376,0.5217788519165008,20.625596381438285,120.805,229.41,-1,-1,0,-1,-1,0,76.7885,230.392,-0.928581374861943,0.37112885937299955,52.685204899003665,-1,-1,0
13,person_01,365.278,97.3721,37.04200000000003,34.6463,346.749,181.4655,92.92200000000003,119.33699999999999,393.704,125.698,0.23095663997924223,0.9729640437598394,38.21929519235015,-0.24257728686281713,0.9701320837382271,28.238422849019045,300.782,120.806,-0.31162798248969503,0.9502041888612163,65.8605810557423,0.9129861570032478,0.4079905355770411,40.76074945336506,369.279,242.116,0.010606363292925353,0.9999437509468713,90.9831177142221,-1,-1,0,310.589,241.134,-0.03282710752138928,0.999461045269789,90.04753154306896,-1,-1,0
14,person_00,111.653,129.745,31.037800000000004,30.281000000000006,98.3166,191.262,69.46170000000001,76.25200000000001,132.572,152.128,0.67149178777337,0.741011996497306,42.21793999000899,-0.977247983316565,0.21209992716572704,37.020286168531975,63.1103,157.001,-0.559587639477999,0.8287711829832412,43.68877772712347,-0.8741455794121069,0.4856639846583971,20.164147042709246,119.844,228.428,-1,-1,0,-1,-1,0,74.8565,229.41,-0.909144111132904,0.4164816744976443,51.661336662537096,-1,-1,0
14,person_01,361.271,96.8324,37.872000000000014,34.95909999999999,346.76,182.948,91.99100000000004,122.24000000000001,392.771,125.702,0.23619511773119561,0.971705648002494,41.26249557406822,-0.25939321688143246,0.9657717944917951,26.392363232571658,300.78,120.847,-0.31126297415062487,0.9503238189811445,65.8607084762987,0.9128233169467721,0.40835473798927935,40.67052113017486,367.336,245.053,0.03276596692903285,0.9994630515487831,89.05581838375299,-1,-1,0,309.647,244.071,-0.022586949459443333,0.9997448823145416,89.03371407506259,-1,-1,0
15,person_00,112.004,130.007,29.731399999999994,30.343000000000004,98.3272,191.26850000000002,68.5067,76.26500000000001,132.576,152.121,0.6714503226521937,0.7410495693341066,42.21310057316329,-0.9771651493636719,0.21248122474485276,37.02444773389604,64.0693,157.026,-0.5546996511244991,0.8320506577380725,42.335162736075546,-0.8856859575264046,0.46428480983178416,23.13235275539434,120.806,229.385,-1,-1,0,-1,-1,0,78.7404,230.373,-0.9208902227510997,0.38982200764121844,55.23546536094359,-1,-1,0
15,person_01,358.62,96.9842,42.233000000000004,37.8224,345.793,183.4355,94.84500000000003,123.227,393.709,123.767,0.21077544899095207,0.9775345058373451,42.02102304799348,-0.24459436430330303,0.9696254931421013,28.2222365166193,298.864,120.854,-0.28103416648658447,0.9596977635001505,66.19479842102398,0.9174557152895625,0.39783791986500894,39.448225562121245,367.325,246.034,0.032698705452175215,0.9994652543544231,90.03414536718833,-1,-1,0,309.634,244.072,-0.032918045546920544,0.9994580542861071,90.04179776637069,-1,-1,0
16,person_00,112.279,129.75,29.765299999999996,30.018,98.3107,191.2645,69.4609,76.24700000000001,132.558,152.12,0.6716571745455403,0.7408620923501902,42.222432923743284,-0.9760394730520562,0.21759353631085776,36.08563072747932,63.0971,157.976,-0.5651776418621611,0.8249692316317783,41.509426881613294,-0.8655534871611543,0.5008164942003862,21.488908861084592,119.818,229.383,-1,-1,0,-1,-1,0,74.848,229.405,-0.9091773982611296,0.41640900385453133,51.672753953026344,-1,-1,0
16,person_01,355.542,96.7611,35.53800000000001,37.591800000000006,345.786,183.434,96.79499999999996,123.214,393.705,123.778,0.23154365410882977,0.9728245146180942,42.20802352633916,-0.3044799897563676,0.9525187325391361,28.711246367930478,296.91,121.773,-0.27094414520583593,0.962595070722201,65.04292604887947,0.9213068290595958,0.3888363752636226,40.31773002042653,367.334,246.027,0.03226097652390313,0.9994794792259241,90.04687126713509,-1,-1,0,309.634,244.067,-0.02247140905259158,0.9997474860059369,89.04648548370677,-1,-1,0
17,person_00,112.637,130.006,29.625699999999995,29.503000000000014,98.3316,191.276,69.44519999999999,76.24600000000001,133.522,152.122,0.6590511134749897,0.7520981517244782,41.570372069540106,-0.9759385734915448,0.21804563919346934,36.075016354812654,64.0768,158.935,-0.5916978960059134,0.8061597855649806,41.30570712686082,-0.8653358343294132,0.5011924718363376,21.47478385013456,121.789,228.414,-1,-1,0,-1,-1,0,81.6733,230.384,-0.9451263736476757,0.32670497063190523,56.90149116508284,-1,-1,0
17,person_01,353.621,96.1184,44.389999999999986,37.7016,343.841,182.944,95.86000000000001,122.26199999999999,392.753,122.786,0.25378057240917024,0.967261816194392,42.47764081254984,-0.30556134548915265,0.9521723920293313,28.77000029544665,296.893,121.786,-0.2885222736837097,0.9574731837437446,64.35898262868982,0.8993157792031737,0.437299816231597,38.0722776045773,368.302,245.058,0.020539135444388644,0.9997890497075855,94.8920174988392,-1,-1,0,311.558,243.094,-0.03355597666995361,0.9994368396400674,88.09160970262721,-1,-1,0
18,person_00,112.727,129.768,29.2179,30.168000000000006,98.3313,191.267,68.49579999999999,76.26400000000001,132.57,152.106,0.671462110062144,0.7410388888249342,42.21235952893418,-0.9746989714397997,0.22352162104413228,35.10622356506036,64.0742,157.977,-0.5811340865525205,0.8138078234121172,42.07135765351529,-0.8653180441030682,0.5012231863647573,21.467482536152207,120.841,228.427,-1,-1,0,-1,-1,0,80.7007,230.381,-0.9377791711479159,0.34723223663872005,56.31965565555244,-1,-1,0
18,person_01,345.022,95.2673,42.00400000000002,36.00380000000001,342.893,184.4085,95.863,125.193,391.794,123.749,0.2690261568763162,0.9631328708523864,43.683484670982935,-0.3179735875963287,0.948099571559401,27.8293554722347,295.931,121.771,-0.2791145181432064,0.9602578225464687,63.14970685601003,0.8715777675966604,0.4902572743276957,35.91991577105939,370.243,247.992,0.00026848963281855847,0.9999999639566579,96.83800349036528,-1,-1,0,310.583,246.994,-0.022263151720727577,0.9997521453217592,87.09458680078804,-1,-1,0
19,person_00,112.507,130.354,31.203099999999992,29.805999999999997,98.3469,191.2595,68.48780000000001,76.24700000000001,133.52,152.109,0.6586765638337504,0.752426198544524,41.57882867518035,-0.9747572566151967,0.22326730767404238,35.0969431289963,65.0322,157.981,-0.5916665089756898,0.8061828217944861,41.29336311818159,-0.8579015317531338,0.5138141315842011,22.788396192799528,120.842,228.412,-1,-1,0,-1,-1,0,80.7186,230.359,-0.9319158869192402,0.36267448174296174,56.68719756955709,-1,-1,0
19,person_01,336.344,94.967,45.11200000000002,35.9367,340.954,183.916,94.87400000000002,124.242,389.814,122.768,0.4139574318386684,0.910296240037019,47.304380822498885,-0.4864093590904904,0.8737310429355125,30.235849136414213,294.94,121.778,-0.2867520748279195,0.9580048264919562,61.289879107402385,0.8593020905956228,0.5114683930586446,36.37370412811979,370.265,247.016,-0.00013701661988373303,0.9999999906132229,94.87900089060803,-1,-1,0,309.646,246.039,-0.011500035242204562,0.9999338724082849,86.08669270566736,-1,-1,0
